feature_name	feature_importance
PBG	0.1326896912894378
HOMA.B	0.10060598814331216
MS006	0.10042465757580692
FPG	0.06379716036279805
GPX3	0.03993173391796099
RBC	0.03947239933700774
MP0174	0.021855056924654566
APOA2	0.02136393829705245
FGG	0.012632725285627736
MASP2	0.0024483200175462977
HBA1C	0.0
GIT1	0.0
GGT1	0.0
G6PD	0.0
FUBP3	0.0
FCN3	0.0
FGB	0.0
FGA	0.0
FETUB	0.0
FCGR3A	0.0
FCGBP	0.0
FBLN1	0.0
F13A1	0.0
F10	0.0
GMPS	0.0
GSN	0.0
GNA13	0.0
CRP	0.0
ITIH4	0.0
IGLV3.19	0.0
IGLV3.1	0.0
IGHV4.39	0.0
IGHV3.72	0.0
IGFBP2	0.0
HSPG2	0.0
HSPA9	0.0
HDHD2	0.0
HBZ	0.0
HBB	0.0
HABP2	0.0
GSTM4	0.0
GSTM2	0.0
GSTM1	0.0
EPCAM	0.0
CP	0.0
CPN1	0.0
APOD	0.0
C2	0.0
C1QB	0.0
ARID1A	0.0
APOM	0.0
APOH	0.0
APOF	0.0
APOE	0.0
APOC3	0.0
CPB2	0.0
APOC2	0.0
APOC1	0.0
APOB	0.0
APOA4	0.0
APOA1	0.0
APCS	0.0
AMPD3	0.0
C3	0.0
C4BPA	0.0
C8B	0.0
C8G	0.0
CPB1	0.0
L2HGDH	0.0
CLU	0.0
CLEC3B	0.0
CHL1	0.0
CGREF1	0.0
CFHR3	0.0
CFHR2	0.0
CFHR1	0.0
CFH	0.0
CFD	0.0
CELA3A	0.0
CD163	0.0
CAMP	0.0
C9	0.0
KNG1	0.0
LYZ	0.0
LPA	0.0
TTC37	0.0
TUBA8	0.0
TUBA4A	0.0
TUBA3D	0.0
TUBA3C	0.0
TUBA1C	0.0
TUBA1B	0.0
TUBA1A	0.0
TMEM256	0.0
VASP	0.0
TIMM44	0.0
TF	0.0
TAGLN	0.0
SYTL1	0.0
STXBP5	0.0
SPG11	0.0
SLC4A2	0.0
USO1	0.0
VTN	0.0
SHBG	0.0
cg17901584	0.0
cg00827581	0.0
cg05484949	0.0
cg08726900	0.0
cg27352622	0.0
cg03629335	0.0
cg19076985	0.0
cg21055197	0.0
cg17722508	0.0
YWHAG	0.0
cg11078090	0.0
cg06500161	0.0
cg03767807	0.0
cg00574958	0.0
ZFYVE19	0.0
YWHAQ	0.0
YWHAH	0.0
SLC35B2	0.0
SFN	0.0
LTF	0.0
NSF	0.0
PIGR	0.0
PI16	0.0
PGLYRP2	0.0
PCYOX1	0.0
PCBP2	0.0
ORM1	0.0
NXF1	0.0
NAP1L1	0.0
PPP1R9B	0.0
MX1	0.0
MNDA	0.0
MFGE8	0.0
METTL18	0.0
MASP1	0.0
MAN2A1	0.0
AKR1B1	0.0
PON1	0.0
PRB3	0.0
SERPINC1	0.0
S100A8	0.0
SERPINA7	0.0
SERPINA6	0.0
SERPINA3	0.0
SCRIB	0.0
SCIN	0.0
SAA1	0.0
S100A9	0.0
RPS3	0.0
PRG4	0.0
RPIA	0.0
RMC1	0.0
RCN1	0.0
RACK1	0.0
PZP	0.0
PTPRG	0.0
PRSS1	0.0
ALDOB	0.0
AGT	0.0
AKR1A1	0.0
MP0034	0.0
MP0046	0.0
MP0045	0.0
MP0044	0.0
MP0042	0.0
MP0041	0.0
MP0038	0.0
MP0035	0.0
MP0033	0.0
MP0050	0.0
MP0030	0.0
MP0027	0.0
MP0025	0.0
MP0024	0.0
MP0023	0.0
MP0022	0.0
MP0021	0.0
MP0047	0.0
MP0051	0.0
AHSG	0.0
MP0076	0.0
MP0086	0.0
MP0085	0.0
MP0084	0.0
MP0082	0.0
MP0080	0.0
MP0078	0.0
MP0077	0.0
MP0074	0.0
MP0052	0.0
MP0073	0.0
MP0066	0.0
MP0065	0.0
MP0062	0.0
MP0058	0.0
MP0054	0.0
MP0053	0.0
MP0019	0.0
MP0018	0.0
MP0017	0.0
AST	0.0
UMACRR	0.0
UMA	0.0
UCR	0.0
SCR	0.0
EGFR	0.0
BUN	0.0
TBIL	0.0
ALT	0.0
MP0015	0.0
FFA	0.0
HDLC	0.0
LDLC	0.0
TC	0.0
TG	0.0
HOMA.IR	0.0
FINS	0.0
CKMB	0.0
HSCRP	0.0
HB	0.0
PLT	0.0
MP0013	0.0
MP0012	0.0
MP0009	0.0
MP0006	0.0
MP0005	0.0
Dose	0.0
Sex	0.0
Age	0.0
SBP	0.0
DBP	0.0
WEIGHT	0.0
WACC	0.0
BMI	0.0
WBC	0.0
HCT	0.0
MP0096	0.0
MP0098	0.0
MP0099	0.0
MS002	0.0
MS011	0.0
MS010	0.0
