HBA1C	FPG	PBG	FINS	HOMA.B	HOMA.IR	TG	TC	LDLC	HDLC	FFA	ALT	AST	TBIL	BUN	EGFR	SCR	UCR	UMA	UMACRR	CKMB	HSCRP	HB	PLT	HCT	RBC	WBC	BMI	WACC	WEIGHT	DBP	SBP	Age	Sex	Dose	cg00574958	cg03767807	cg06500161	cg11078090	cg17722508	cg17901584	cg21055197	cg19076985	cg03629335	cg27352622	cg08726900	cg05484949	cg00827581	cg14153852
0.023859586887735967	0.16714369495394896	-0.5053689043562076	0.27062640147943645	0.9102024388537657	0.23490283829079772	0.004222913942142967	-0.02013130723596473	0.0029697548270870336	-0.12649861821524042	0.028205809085716068	-0.028098660942022468	0.003016990032944133	-0.012131719537909	0.0279921179118863	0.06903786692356144	-0.0106529905268858	0.02793879632004623	-0.0123676490870585	-0.0241669292875178	0.15816334037969518	-0.005829891667432832	0.006485899674200434	-0.008594356767900166	-0.007918511450721833	0.1881927694120978	0.08902586350709263	0.024678847558383035	-0.0075340625468438005	0.0059927264691839	0.019035249692312767	0.04190034207476703	0.1690874476160413	0.002012281257807633	-0.08963878984242529	-0.0013679817538020998	-0.024323039647403066	0.021124407534278102	0.03834965409235227	0.0057532345373661675	0.038840714472478534	-0.006457061254268666	-0.0980703746821261	-0.012623552944558367	-0.0516573929284547	0.0060181368543522325	-0.007776471322229566	-0.006704623489067033	0.009851183196148765
0.032473156161286834	0.2989358414297811	0.4340189232560385	-0.0073455129998806976	0.3391626764776876	-0.026572652934469667	0.0055602464428216	0.030226013154172168	-0.0006747549537	0.009687807071536601	0.0008330072391069665	0.01861656934049797	0.0032558656493962	0.016829945141449334	0.1227917904185122	0.026802936570323798	-0.0124353384086889	0.0393390346111078	-0.012844980198099	-0.024784219946202835	-0.0363609303794268	-0.010807387221270934	0.09711398001902212	-0.011808655047612165	0.056964475601986836	-0.6012600173468522	0.0163427796896988	0.04592479697429957	-0.0072638348088907	0.014397052045984534	0.0717158300215918	-0.027046135057831305	0.22847591861799654	0.002012281257807633	0.08274349831608487	0.0051515684394783335	-0.0193343437464949	-0.008055718551581534	-0.05759408717736386	0.0091698589508602	-0.015297673915846266	-0.0046229784546126	-0.05079431312109037	0.062100207259421204	0.03846944981324633	0.002495089163029266	-0.008448850732202933	-0.019440898700161302	-0.03016647735561907
0.036779940798062266	-0.6734221462579182	-0.5525290141626061	0.23714084572504793	0.31726767441757425	0.5022418303704509	-0.005520508562801433	-0.015095575196951034	-0.0027052675458527665	-0.0615005516010968	0.02455610217283483	0.1204541170366364	-0.0015216466796450668	-0.021785607764361736	-0.09154260477383659	-0.034925038561331063	0.015393776032991633	-0.029198142705312832	0.0019522842441555	-0.0019444655748577001	-0.0363609303794268	-0.011865105026461533	0.014724816069184235	0.022947075962600937	-0.019302692599131265	-0.17464780711684935	0.0759717697223426	0.0034328981424665	-0.0076016194813321005	-0.0001999344821428333	0.019035249692312767	0.04454742603826977	0.09159299241565026	0.002012281257807633	0.08274349831608487	0.0036256585037772004	-0.022759228059273866	-0.03208356303066173	0.10791875753092905	0.0014516151042666002	0.004615986062476734	-0.005335124241090466	-0.07109555626965937	0.050847810351917565	0.03888203449295997	0.0083508646453301	0.012014872604378802	0.17608912473629637	0.08191293382598516
-0.014901474843243034	0.21510942985853165	0.3868588134496402	0.08310728925486079	0.4777349921476159	0.0368264500535769	0.004528589942298066	0.0623772254032596	-0.005672939795922234	0.009687807071536601	-0.004641553130214866	0.11547584338013232	-0.0008050198302888665	0.010394019657147466	0.09177904911203304	-0.12264374006420908	0.014948189062540834	-0.0245039269384051	-0.010935655753937101	-0.022932347970147832	0.18162863837625756	-0.005829891667432832	-0.034708682300718434	-0.009432869362607633	-0.0477631454701549	-0.03556763596824574	-0.022369360499559936	0.05487045988626443	-0.007398948677867267	0.0174933825216479	-0.023109214571110367	-0.0164577992038204	-0.35021105099686295	0.002012281257807633	0.08274349831608487	-0.0044696895924564335	-0.014526601756599132	-0.0008211308531405334	-0.10577161454618005	-0.007562911576016633	-0.0093596144975559	0.023902348574069334	-0.07811663060481143	-0.0928070569791593	-0.05386607528587443	0.003561595852930633	-0.007783575821142066	0.0184520756856111	0.08405322945510474
-0.05366253657422207	0.03992421721603274	-0.09036491199088258	-0.006006090769705201	0.19949006206330233	-0.005500696739020667	0.003611561941832733	-0.0251670392749784	0.0060936203534759335	0.0437344133932309	-0.0101161134995367	0.016127432512245934	0.002300363183587933	0.016829945141449334	0.057573819729886934	-0.025178516172122366	0.015987891993592667	0.0111737400096615	-0.012606314642578734	-0.025401510604887833	0.1659851063785493	-0.005829891667432832	-0.08426485842401933	-0.0099918777590793	-0.055352599569094496	-0.1338686987860403	0.005539391729905634	0.03921554979032593	-0.0075678410140879665	-0.0015269332574271335	-0.03715736932558477	0.043885655047394105	-0.015306255387869033	0.002012281257807633	0.08274349831608487	-0.0024689823653237	-0.017084179055615798	0.028690067858497537	0.07777324241497643	-0.0045031679055129665	0.007942707233191066	-0.004834347520405466	-0.0511025367776054	-0.10598086691550136	0.0348597544483271	0.014014093720181633	-0.003757288687689733	-0.1176401068266501	0.0363578861826614
0.006632448340634134	-0.2337362429659097	-0.09036491199088258	0.0810981559095975	0.23974064855727018	0.0930794113753408	-0.0010499970605328333	-0.04724678744603847	0.0036465923578046333	-0.11102288806901572	-0.06481035688970523	0.03852966396651427	0.0011059851013276666	-0.0153496822800599	0.01659037478450427	-0.1356391032498207	-0.016593520740464333	0.07152794272704643	-0.005446347976971733	0.0190434168204323	0.15592855009430825	0.0005786338581336333	0.018844274266676134	-0.004262041695244866	-0.026892146698070867	-0.02615707250729	-0.09388277502047675	0.002314690278470867	0.0173055633789824	-0.002853932032711433	0.015523211003694167	0.043885655047394105	-0.10452009205649089	-0.004276097672841233	-0.08963878984242529	-0.006650494590849067	0.04595164434963297	-0.016018254643912867	0.013414995924302201	0.004489397172808367	-0.026288650507419766	-0.0038953921259731665	-0.0246446782456959	-0.12406220626578708	-0.04942330635288444	0.007684167797772433	0.0141919397360485	0.0371363845399818	-0.0096612940644002
0.015246017614185101	-0.061504632307507856	-0.34816853833487976	-0.05221615771076127	-0.3028231034516042	-0.05002665635201293	0.006171598443131834	0.052305761325232236	-0.007703452388075	-0.2533996054142827	0.021818821988173934	0.02359484299700207	0.0020614875671359	-0.0153496822800599	-0.0445674230890226	-0.038173879357733934	0.015393776032991633	-0.05870464181158993	-0.012606314642578734	-0.026636091922257837	0.16151552580777553	-0.012611729359537234	0.022963732464168034	0.026161374242312935	0.07214338379986604	0.3835465835061185	0.09262699282702369	-0.012222011953471933	-0.007804290284796901	0.0006847313680466999	0.0014750562492197668	-0.026384364066955632	0.09159299241565026	0.002012281257807633	0.08274349831608487	0.013026648839570333	0.04596171347125613	-0.024965349864739365	0.009812305724244434	-0.0122068885453219	0.005586258691574166	-0.003376545288320633	0.1898059107089102	0.004486030799692034	-0.0499396240420657	0.006494755001578433	-0.007484201562402666	0.0011665490550428995	-0.049075968094844206
-0.036435398027120265	-0.0375217648552166	-0.450348776248743	-0.06895893558795553	-0.3331550893882651	-0.07091537814576243	0.006133388943112467	-0.030977499319994235	0.0038027856341240666	-0.237923875268058	0.013606981434191168	-0.028098660942022468	0.002300363183587933	-0.012131719537909	-0.006213111470259734	-0.04792040174694263	-0.015256759829112001	0.08292818101810803	-0.013322311309139433	-0.0223150573114628	-0.058708833233295676	-0.006389859917239599	0.17126422757387624	-0.0215913019858661	0.12526956249244348	0.44314681875883927	0.11648447457156687	-0.05806853437729187	0.0171366710427617	-0.0161239197855545	0.08576398477606621	-0.0389580128935936	-0.10452009205649089	-0.004276097672841233	0.08274349831608487	0.0032044055668881	0.04422567633053637	-0.04335900839167243	-0.13951716364747566	-0.0174678410658245	0.0259953082463784	0.022712442719767967	-0.02637887889814196	-0.09307527422222876	0.10014321235163064	-0.029286209283246767	0.0024085208553995	-0.19008061242597604	0.03371764404068367
-0.05366253657422207	-0.3536505802273666	-0.6782893069796684	-0.0401613576391814	-0.3122478317819914	-0.017777401652890965	0.0038026094419296667	0.02209136909115007	-0.00015411069930183332	0.0437344133932309	0.031855515998597296	0.016127432512245934	0.0034947412658482666	-0.005695794053607099	0.021151072035457102	0.0722867077199643	-0.010207403556435032	-0.03523356297705133	-0.012844980198099	-0.026636091922257837	0.166543803949896	-0.007883108583391066	-0.10074269121398693	-0.006917331578485233	-0.059147326618564304	-0.19974264301273192	-0.09433291618546806	-0.006630972633493933	-0.007702954883064501	0.0068773923193734335	-0.005549021128017366	-0.023737280103452867	0.020326827213304033	0.002012281257807633	-0.08963878984242529	-0.0013697795517605667	-0.014392274143088968	-0.017703263484838864	-0.023707257957850298	0.001045394708641	0.013347081846798232	0.024291772399760866	-0.07792108688513301	-0.002371071468440666	0.03659206956323947	0.0095947937592202	0.002770974449192933	-0.16976732313845969	0.024285571685605096
0.010939232977409568	0.18313227325547646	-0.007110132184484368	-0.035473379833567034	-0.1701535989931481	-0.0430637490874298	0.004299332942181733	-0.04298578341302687	0.0060936203534759335	-0.12649861821524042	-0.0037291264019945676	-0.1147303124369412	0.002300363183587933	0.020047907883600266	0.060766307805553865	0.013807573384712266	-0.0145141148783607	0.05610409092149254	-0.001627699088648	0.016574254185692302	0.16151552580777553	-0.005829891667432832	0.0353221070566437	0.0247638532511338	-0.0022264208765171317	0.261209258513691	0.011841368039784967	0.013496768918426966	-0.0075002840795996666	-0.0019692661825219	-0.04066940801420337	0.045870968020021136	0.2759866954195607	-0.004276097672841233	0.08274349831608487	0.0028835424034513	-0.021002929861528397	0.004903481896561	-0.05601264073001407	0.004571279037168234	0.0087495324541939	-0.006021930461342666	-0.07747769496296847	0.013304719272659334	-0.048572977960719	-0.031935448662671666	0.013789280448822834	0.15944258014583987	0.0775699019815979
