cg00574958	cg03767807	cg06500161	cg11078090	cg17722508	cg17901584	cg21055197	cg19076985	cg03629335	cg27352622	cg08726900	cg05484949	cg00827581	cg14153852
0.0024757106	0.0007490214	-0.0014788994	0.0	0.004030737	0.0	0.0014211356	-0.049278367	0.0073329657	-0.058558717	-0.0022360715	0.0	0.0003465369	-0.023990814
-0.03098953	0.0049117603	-0.0014788994	0.0	-0.01850935	0.0	0.0014211356	-0.013407093	0.0073329657	0.10077777	-0.0026202782	0.0	0.004135814	-0.02263416
-0.020042319	0.0033571215	0.0024445802	0.0	0.0057353117	0.0	0.0014211356	-0.018116798	0.0017374235	0.054752786	0.071339004	0.0	-0.018926173	0.13243419
-0.0016530075	-0.00039740306	-0.0046673897	0.0	0.0017344041	0.0	0.0008998533	-0.020381797	-0.023469683	-0.022129156	-0.06922332	0.0	-0.082010664	0.11360381
0.0066017425	0.0041713584	-0.013495392	0.0	-0.0018934645	0.0	0.001701348	-0.023686176	-0.050112218	0.12378421	0.0041653123	0.0	0.0049559306	-0.021569422
-4.6770845e-05	-0.00022861818	0.034754284	0.0	0.004030737	0.0	-0.0015161965	-0.01512163	-0.037235934	-0.049681246	0.0065256017	0.0	0.0040077344	-0.021149479
-0.0033024014	-3.2567186e-08	0.0038085682	0.0	0.016943362	0.0	-0.0025517717	0.099170655	0.005448742	-0.04868165	-0.0044307173	0.0	-0.012285872	-0.00087023614
0.0052097496	-0.00073747325	0.034754284	0.0	0.0037223585	0.0	0.011663664	-0.024228625	-0.037235934	0.036551844	-0.0020825292	0.0	0.007740891	-0.019116437
0.007829684	0.00047527917	0.0038085682	0.0	0.005528873	0.0	0.0015146395	-0.035120364	0.0018487778	0.12644526	0.007366721	0.0	0.0049559306	-0.018199936
-0.0025523994	0.0008117674	-0.0009492512	0.0	0.002334404	0.0	0.0014211356	-0.023557328	0.003434339	-0.040195644	-0.06973758	0.0	-0.061257534	0.030880846
-0.00014850644	-0.00022861818	-0.0014788994	0.0	0.0042342083	0.0	-0.0019877744	-0.049356613	0.0073329657	-0.04799918	0.0052133864	0.0	0.0040077344	-0.022138085
0.005226289	0.00047527917	-0.0014788994	0.0	0.011327538	0.0	0.0008998533	0.05824038	0.01093293	0.092732154	0.0017968006	0.0	0.004135814	-0.0122733945
0.0048842737	0.0011275075	-0.0009492512	0.0	0.0029549918	0.0	0.010397929	-0.03266432	0.003434339	0.026595607	-0.0151474	0.0	0.08439676	0.18244538
