feature_name	feature_importance
MS006	0.298784546574949
PBG	0.25337796925977024
RBC	0.19149167208067763
HOMA.B	0.16693442617581147
MP0174	0.14524346713823247
MP0193	0.13592417661701495
MP0115	0.11046436863368524
MP0128	0.08580223396783883
HDLC	0.08254588681749746
Dose	0.08200063460592973
MP0050	0.07699253943998488
MP0052	0.07195059603172704
MP0151	0.06816723825343932
CKMB	0.06451767928629563
MP0113	0.0641138889369048
MP0076	0.05749214146727302
Age	0.057048214202192325
HOMA.IR	0.05674240561509236
cg19076985	0.05600246618640637
MP0142	0.05440586088147945
WBC	0.05423984397788035
MP0124	0.05401185511714014
MP0140	0.04837597450682347
MP0156	0.04769205898859081
FPG	0.0469782718024747
MP0044	0.046222676884433864
cg00827581	0.04232777374027012
MP0030	0.04216330185137453
UMACRR	0.04030118217286586
MP0118	0.038262470751704636
MP0013	0.03808734694587773
MS026	0.037744780598574404
BUN	0.036540999720562836
MP0141	0.03241451504145302
MP0080	0.031581066768907304
cg11078090	0.0307914005198667
cg06500161	0.030702572179940563
MP0078	0.02952449977701157
MP0046	0.029226945050595258
MP0085	0.028622887783203113
cg03629335	0.028087836882112784
MP0175	0.025993369831271842
MP0062	0.025456915020035546
MP0132	0.02520360340837358
MP0023	0.024645324438338216
MS004	0.024492653032422103
HB	0.02290773595151787
MS010	0.022810486382549393
MP0073	0.02173005688025324
WEIGHT	0.021591692739120146
EGFR	0.0188610006304483
MP0126	0.018482509464566473
MS009	0.017240944300176465
MS013	0.017002685644546347
MP0018	0.016969355223688445
FINS	0.01547995553749031
MP0009	0.01487603093719488
MP0042	0.014842538925204735
MP0005	0.014797234071309324
MP0098	0.014453061678456102
MP0015	0.014174342628783618
MP0101	0.014117336858582588
MP0024	0.014116133582319184
HCT	0.013934821048807873
MS030	0.013854485726927185
DBP	0.013689218308434992
MP0164	0.012215311812990145
BMI	0.011796505611877941
UCR	0.011371249688092206
MS014	0.011101926180655109
MP0033	0.010065000664406167
HBA1C	0.009926213533060729
ML010	0.009766271419122839
ML015	0.009112326887629613
SCR	0.008846400785295227
MP0084	0.008763640456109527
MP0134	0.008587142076992214
MP0154	0.00840746852999464
MP0065	0.008282200935195284
MP0100	0.008203099048568257
MP0086	0.008167692280974014
MP0127	0.008078172595321658
MS023	0.008056287454010384
MP0159	0.007753210435088569
MP0117	0.0076667985357710515
cg14153852	0.007600517816490316
MS028	0.00759324619284334
MP0027	0.0074641191018807685
ALT	0.007379207764634518
MP0150	0.006809786648255096
TG	0.006466119732986203
MP0054	0.006462445548425662
MP0022	0.006304728854693918
MP0025	0.005748492476010082
MS002	0.00558767228725442
cg21055197	0.005409666905335568
MS029	0.0052148428150772365
MP0106	0.005148354686016847
MS027	0.0050448246244846244
MP0058	0.005015496307393832
MP0077	0.004985466143345709
MP0105	0.004872291908178598
MP0012	0.004865017967392982
cg05484949	0.004841903510224675
HSCRP	0.004654830493841176
FFA	0.004605863002571126
ML014	0.004547477043724683
MS016	0.004459045894373555
MS008	0.0043680662790310165
MS001	0.004251068597810538
MP0021	0.004118506196414841
Sex	0.004107177354385356
MS005	0.004029220441581035
MP0096	0.0039139836832470685
MP0082	0.003862739949120983
MP0035	0.0038557432891213514
MS019	0.003580563748880338
cg17722508	0.0033290351408687903
MP0051	0.003318492893511944
MS007	0.003255671171369117
MP0116	0.0031935113995179196
MP0053	0.003170004379755951
MP0041	0.0030979782428447785
cg17901584	0.0030109338674872317
ML013	0.002977026320643133
ML016	0.002977026320643133
ML006	0.00294060467091167
MP0045	0.002920491797774191
cg08726900	0.0029080748770995745
cg27352622	0.0026737838683186478
LDLC	0.0026424580421189835
MS024	0.0023107994531130897
MS003	0.002211124758038282
SBP	0.00210926417753928
MS017	0.0020903991694154397
MS015	0.002040155153428295
MP0203	0.001900930005514258
MP0019	0.001852393146066047
ML011	0.0018022385181533122
MS021	0.001748251309371683
ML019	0.0015963794842978596
MP0135	0.0013735740298961223
MP0038	0.0013680158911355026
cg00574958	0.0013237679852507467
MS018	0.0012958077750658999
MP0034	0.0012394631018169113
MP0047	0.0012122830692856898
WACC	0.0011987318669466128
MS011	0.0010658727267386454
TC	0.0009465747438373566
ML018	0.000945645136718329
MP0006	0.0008930273114300196
ML012	0.0008570713736887868
ML017	0.0006781962308714014
AST	0.0006165830192629031
MS025	0.0006124165958001971
cg03767807	0.00046252785793048513
MP0099	0.0004163484778972203
MS022	0.0004117085108025755
MP0074	0.0003294416544694821
MP0066	0.00026403710152619084
MS020	0.00017806605460098248
PLT	0.00012214554473591007
MP0112	5.6829203691829755e-05
MP0017	4.2707874654315734e-05
TBIL	3.829532112792318e-05
UMA	3.191697954672959e-05
MP0122	2.017355480642813e-06
