cg00574958	cg03767807	cg06500161	cg11078090	cg17722508	cg17901584	cg21055197	cg19076985	cg03629335	cg27352622	cg08726900	cg05484949	cg00827581	cg14153852
-0.0	0.0	0.0	0.007322814042158097	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.001786422889577875
0.0	0.0	-0.0	-0.01227420460164554	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0052321612677449295
0.0	0.0	-0.0	0.02669311762861113	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.008583176242082416
-0.0	-0.0	-0.0	-0.025688396894673456	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.008958556631325639
-0.0	0.0	0.0	0.01829962467406175	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.006435358461494506
-0.0	-0.0	-0.0	0.0003801933288410333	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0016358152393564477
0.0	-0.0	-0.0	-0.0006229129274394441	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.00854864329831442
0.0	-0.0	-0.0	-0.035084256528839605	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0059722938691701
-0.0	-0.0	-0.0	-0.002839007982447979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.004318029409696287
0.0	0.0	0.0	-0.011833878418371812	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.00782146418601825
-0.0	-0.0	-0.0	-0.0008839527835999722	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004129718895221062
-0.0	-0.0	0.0	0.023439093879042396	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.00033127598307498965
0.0	0.0	0.0	0.011042328449213048	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.009955923848441036
0.0	0.0	0.0	0.014943222530088228	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0018192689451755335
0.0	0.0	0.0	0.00046841496926151746	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.016305719937558433
-0.0	-0.0	-0.0	-0.004652015249622702	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.004770368597417618
-0.0	0.0	0.0	-0.009782924171235824	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0010200831645946643
0.0	0.0	-0.0	-0.0037636406954584564	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.007007996599748086
0.0	0.0	0.0	0.02231452836695985	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0045966618403306785
0.0	-0.0	0.0	0.0029359403400618634	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0019469460706669198
-0.0	-0.0	-0.0	0.001762464414977034	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0032727362569556434
-0.0	-0.0	-0.0	-0.0028919357094081477	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.006417279699727423
0.0	0.0	0.0	0.01530643017391888	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.00026519593454139953
